cut 136731
Node 3220: 0
Node 3221: 0
Node 3222: 0
Node 3223: 0
Node 3224: 0
Node 3225: 0
Node 3226: 0
Node 3227: 0
Node 3228: 0
Node 3229: 0
Node 3230: 0
Node 3231: 0
Node 3232: 0
Node 3233: 0
Node 3234: 0
Node 3235: 0
Node 3236: 0
Node 3237: 0
Node 3238: 0
Node 3239: 0
Node 3240: 0
Node 3241: 0
Node 3242: 0
Node 3243: 0
Node 3244: 0
Node 3245: 0
Node 3246: 0
Node 3247: 0
Node 3248: 0
Node 3249: 0
Node 3250: 0
Node 3251: 0
Node 3252: 0
Node 3253: 0
Node 3254: 0
Node 3255: 0
Node 3256: 0
Node 3257: 0
Node 3258: 0
Node 3259: 0
Node 3260: 0
Node 3261: 0
Node 3262: 0
Node 3263: 0
Node 3264: 0
Node 3265: 0
Node 3266: 0
Node 3267: 0
Node 3268: 0
Node 3269: 0
Node 3270: 0
Node 3271: 0
Node 3272: 0
Node 3273: 0
Node 3274: 0
Node 3275: 0
Node 3276: 0
Node 3277: 0
Node 3278: 0
Node 3279: 0
Node 3280: 0
Node 3281: 0
Node 3282: 0
Node 3283: 0
Node 3284: 0
Node 3285: 0
Node 3286: 0
Node 3287: 0
Node 3288: 0
Node 3289: 0
Node 3290: 0
Node 3291: 0
Node 3292: 0
Node 3293: 0
Node 3294: 0
Node 3295: 0
Node 3296: 0
Node 3297: 0
Node 3298: 0
Node 3299: 0
Node 3300: 0
Node 3301: 0
Node 3302: 0
Node 3303: 0
Node 3304: 0
Node 3305: 0
Node 3306: 0
Node 3307: 0
Node 3308: 0
Node 3309: 0
Node 3310: 0
Node 3311: 0
Node 3312: 0
Node 3313: 0
Node 3314: 0
Node 3315: 0
Node 3316: 0
Node 3317: 0
Node 3318: 0
Node 3319: 0
Node 3320: 0
Node 3321: 0
Node 3322: 0
Node 3323: 0
Node 3324: 0
Node 3325: 0
Node 3326: 0
Node 3327: 0
Node 3328: 0
Node 3329: 0
Node 3330: 0
Node 3331: 0
Node 3332: 0
Node 3333: 0
Node 3334: 0
Node 3335: 0
Node 3336: 0
Node 3337: 0
Node 3338: 0
Node 3339: 0
Node 3340: 0
Node 3341: 0
Node 3342: 0
Node 3343: 0
Node 3344: 0
Node 3345: 0
Node 3346: 0
Node 3347: 0
Node 3348: 0
Node 3349: 0
Node 3350: 0
Node 3351: 0
Node 3352: 0
Node 3353: 0
Node 3354: 0
Node 3355: 0
Node 3356: 0
Node 3357: 0
Node 3358: 0
Node 3359: 0
Node 3360: 0
Node 3361: 0
Node 3362: 0
Node 3363: 0
Node 3364: 0
Node 3365: 0
Node 3366: 0
Node 3367: 0
Node 3368: 0
Node 3369: 0
Node 3370: 0
Node 3371: 0
Node 3372: 0
Node 3373: 0
Node 3374: 0
Node 3375: 0
Node 3376: 0
Node 3377: 0
Node 3378: 0
Node 3379: 0
Node 3380: 0
Node 3381: 0
Node 3382: 0
Node 3383: 0
Node 3384: 0
Node 3385: 0
Node 3386: 0
Node 3387: 0
Node 3388: 0
Node 3389: 0
Node 3390: 0
Node 3391: 0
Node 3392: 0
Node 3393: 0
Node 3394: 0
Node 3395: 0
Node 3396: 0
Node 3397: 0
Node 3398: 0
Node 3399: 0
Node 3400: 0
Node 3401: 0
Node 3402: 0
Node 3403: 0
Node 3404: 0
Node 3405: 0
Node 3406: 0
Node 3407: 0
Node 3408: 0
Node 3409: 0
Node 3410: 0
Node 3411: 0
Node 3412: 0
Node 3413: 0
Node 3414: 0
Node 3415: 0
Node 3416: 0
Node 3417: 0
Node 3418: 0
Node 3419: 0
Node 3420: 0
Node 3421: 0
Node 3422: 0
Node 3423: 0
Node 3424: 0
Node 3425: 0
Node 3426: 0
Node 3427: 0
Node 3428: 0
Node 3429: 0
Node 3430: 0
Node 3431: 0
Node 3432: 0
Node 3433: 0
Node 3434: 0
Node 3435: 0
Node 3436: 0
Node 3437: 0
Node 3438: 0
Node 3439: 0
Node 3440: 0
Node 3441: 0
Node 3442: 0
Node 3443: 0
Node 3444: 0
Node 3445: 0
Node 3446: 0
Node 3447: 0
Node 3448: 0
Node 3449: 0
Node 3450: 0
Node 3451: 0
Node 3452: 0
Node 3453: 0
Node 3454: 0
Node 3455: 0
Node 3456: 0
Node 3457: 0
Node 3458: 0
Node 3459: 0
Node 3460: 0
Node 3461: 0
Node 3462: 0
Node 3463: 0
Node 3464: 0
Node 3465: 0
Node 3466: 0
Node 3467: 0
Node 3468: 0
Node 3469: 0
Node 3470: 0
Node 3471: 0
Node 3472: 0
Node 3473: 0
Node 3474: 0
Node 3475: 0
Node 3476: 0
Node 3477: 0
Node 3478: 0
Node 3479: 0
Node 3480: 0
Node 3481: 0
Node 3482: 0
Node 3483: 0
Node 3484: 0
Node 3485: 0
Node 3486: 0
Node 3487: 0
Node 3488: 0
Node 3489: 0
Node 3490: 0
Node 3491: 0
Node 3492: 0
Node 3493: 0
Node 3494: 0
Node 3495: 0
Node 3496: 0
Node 3497: 0
Node 3498: 0
Node 3499: 0
Node 3500: 0
Node 3501: 0
Node 3502: 0
Node 3503: 0
Node 3504: 0
Node 3505: 0
Node 3506: 0
Node 3507: 0
Node 3508: 0
Node 3509: 0
Node 3510: 0
Node 3511: 0
Node 3512: 0
Node 3513: 0
Node 3514: 0
Node 3515: 0
Node 3516: 0
Node 3517: 0
Node 3518: 0
Node 3519: 0
Node 3520: 0
Node 3521: 0
Node 3522: 0
Node 3523: 0
Node 3524: 0
Node 3525: 0
Node 3526: 0
Node 3527: 0
Node 3528: 0
Node 3529: 0
Node 3530: 0
Node 3531: 0
Node 3532: 0
Node 3533: 0
Node 3534: 0
Node 3535: 0
Node 3536: 0
Node 3537: 0
Node 3538: 0
Node 3539: 0
Node 3540: 0
Node 3541: 0
Node 3542: 0
Node 3543: 0
Node 3544: 0
Node 3545: 0
Node 3546: 0
Node 3547: 0
Node 3548: 0
Node 3549: 0
Node 3550: 0
Node 3551: 0
Node 3552: 0
Node 3553: 0
Node 3554: 0
Node 3555: 0
Node 3556: 0
Node 3557: 0
Node 3558: 0
Node 3559: 0
Node 3560: 0
Node 3561: 0
Node 3562: 0
Node 3563: 0
Node 3564: 0
Node 3565: 0
Node 3566: 0
Node 3567: 0
Node 3568: 0
Node 3569: 0
Node 3570: 0
Node 3571: 0
Node 3572: 0
Node 3573: 0
Node 3574: 0
Node 3575: 0
Node 3576: 0
Node 3577: 0
Node 3578: 0
Node 3579: 0
Node 3580: 0
Node 3581: 0
Node 3582: 0
Node 3583: 0
Node 3584: 0
Node 3585: 0
Node 3586: 0
Node 3587: 0
Node 3588: 0
Node 3589: 0
Node 3590: 0
Node 3591: 0
Node 3592: 0
Node 3593: 0
Node 3594: 0
Node 3595: 0
Node 3596: 0
Node 3597: 0
Node 3598: 0
Node 3599: 0
Node 3600: 0
Node 3601: 0
Node 3602: 0
Node 3603: 0
Node 3604: 0
Node 3605: 0
Node 3606: 0
Node 3607: 0
Node 3608: 0
Node 3609: 0
Node 3610: 0
Node 3611: 0
Node 3612: 0
Node 3613: 0
Node 3614: 0
Node 3615: 0
Node 3616: 0
Node 3617: 0
Node 3618: 0
Node 3619: 0
Node 3620: 0
Node 3621: 0
Node 3622: 0
Node 3623: 0
Node 3624: 0
Node 3625: 0
Node 3626: 0
Node 3627: 0
Node 3628: 0
Node 3629: 0
Node 3630: 0
Node 3631: 0
Node 3632: 0
Node 3633: 0
Node 3634: 0
Node 3635: 0
Node 3636: 0
Node 3637: 0
Node 3638: 0
Node 3639: 0
Node 3640: 0
Node 3641: 0
Node 3642: 0
Node 3643: 0
Node 3644: 0
Node 3645: 0
Node 3646: 0
Node 3647: 0
Node 3648: 0
Node 3649: 0
Node 3650: 0
Node 3651: 0
Node 3652: 0
Node 3653: 0
Node 3654: 0
Node 3655: 0
Node 3656: 0
Node 3657: 0
Node 3658: 0
Node 3659: 0
Node 3660: 0
Node 3661: 0
Node 3662: 0
Node 3663: 0
Node 3664: 0
Node 3665: 0
Node 3666: 0
Node 3667: 0
Node 3668: 0
Node 3669: 0
Node 3670: 0
Node 3671: 0
Node 3672: 0
Node 3673: 0
Node 3674: 0
Node 3675: 0
Node 3676: 0
Node 3677: 0
Node 3678: 0
Node 3679: 0
Node 3680: 0
Node 3681: 0
Node 3682: 0
Node 3683: 0
Node 3684: 0
Node 3685: 0
Node 3686: 0
Node 3687: 0
Node 3688: 0
Node 3689: 0
Node 3690: 0
Node 3691: 0
Node 3692: 0
Node 3693: 0
Node 3694: 0
Node 3695: 0
Node 3696: 0
Node 3697: 0
Node 3698: 0
Node 3699: 0
Node 3700: 0
Node 3701: 0
Node 3702: 0
Node 3703: 0
Node 3704: 0
Node 3705: 0
Node 3706: 0
Node 3707: 0
Node 3708: 0
Node 3709: 0
Node 3710: 0
Node 3711: 0
Node 3712: 0
Node 3713: 0
Node 3714: 0
Node 3715: 0
Node 3716: 0
Node 3717: 0
Node 3718: 0
Node 3719: 0
Node 3720: 0
Node 3721: 0
Node 3722: 0
Node 3723: 0
Node 3724: 0
Node 3725: 0
Node 3726: 0
Node 3727: 0
Node 3728: 0
Node 3729: 0
Node 3730: 0
Node 3731: 0
Node 3732: 0
Node 3733: 0
Node 3734: 0
Node 3735: 0
Node 3736: 0
Node 3737: 0
Node 3738: 0
Node 3739: 0
Node 3740: 0
Node 3741: 0
Node 3742: 0
Node 3743: 0
Node 3744: 0
Node 3745: 0
Node 3746: 0
Node 3747: 0
Node 3748: 0
Node 3749: 0
Node 3750: 0
Node 3751: 0
Node 3752: 0
Node 3753: 0
Node 3754: 0
Node 3755: 0
Node 3756: 0
Node 3757: 0
Node 3758: 0
Node 3759: 0
Node 3760: 0
Node 3761: 0
Node 3762: 0
Node 3763: 0
Node 3764: 0
Node 3765: 0
Node 3766: 0
Node 3767: 0
Node 3768: 0
Node 3769: 0
Node 3770: 0
Node 3771: 0
Node 3772: 0
Node 3773: 0
Node 3774: 0
Node 3775: 0
Node 3776: 0
Node 3777: 0
Node 3778: 0
Node 3779: 0
Node 3780: 0
Node 3781: 0
Node 3782: 0
Node 3783: 0
Node 3784: 0
Node 3785: 0
Node 3786: 0
Node 3787: 0
Node 3788: 0
Node 3789: 0
Node 3790: 0
Node 3791: 0
Node 3792: 0
Node 3793: 0
Node 3794: 0
Node 3795: 0
Node 3796: 0
Node 3797: 0
Node 3798: 0
Node 3799: 0
Node 3800: 0
Node 3801: 0
Node 3802: 0
Node 3803: 0
Node 3804: 0
Node 3805: 0
Node 3806: 0
Node 3807: 0
Node 3808: 0
Node 3809: 0
Node 3810: 0
Node 3811: 0
Node 3812: 0
Node 3813: 0
Node 3814: 0
Node 3815: 0
Node 3816: 0
Node 3817: 0
Node 3818: 0
Node 3819: 0
Node 3820: 0
Node 3821: 0
Node 3822: 0
Node 3823: 0
Node 3824: 0
Node 3825: 0
Node 3826: 0
Node 3827: 0
Node 3828: 0
Node 3829: 0
Node 3830: 0
Node 3831: 0
Node 3832: 0
Node 3833: 0
Node 3834: 0
Node 3835: 0
Node 3836: 0
Node 3837: 0
Node 3838: 0
Node 3839: 0
Node 3840: 0
Node 3841: 0
Node 3842: 0
Node 3843: 0
Node 3844: 0
Node 3845: 0
Node 3846: 0
Node 3847: 0
Node 3848: 0
Node 3849: 0
Node 3850: 0
Node 3851: 0
Node 3852: 0
Node 3853: 0
Node 3854: 0
Node 3855: 0
Node 3856: 0
Node 3857: 0
Node 3858: 0
Node 3859: 0
Node 3860: 0
Node 3861: 0
Node 3862: 0
Node 3863: 0
Node 3864: 0
Node 3865: 0
Node 3866: 0
Node 3867: 0
Node 3868: 0
Node 3869: 0
Node 3870: 0
Node 3871: 0
Node 3872: 0
Node 3873: 0
Node 3874: 0
Node 3875: 0
Node 3876: 0
Node 3877: 0
Node 3878: 0
Node 3879: 0
Node 3880: 0
Node 3881: 0
Node 3882: 0
Node 3883: 0
Node 3884: 0
Node 3885: 0
Node 3886: 0
Node 3887: 0
Node 3888: 0
Node 3889: 0
Node 3890: 0
Node 3891: 0
Node 3892: 0
Node 3893: 0
Node 3894: 0
Node 3895: 0
Node 3896: 0
Node 3897: 0
Node 3898: 0
Node 3899: 0
Node 3900: 0
Node 3901: 0
Node 3902: 0
Node 3903: 0
Node 3904: 0
Node 3905: 0
Node 3906: 0
Node 3907: 0
Node 3908: 0
Node 3909: 0
Node 3910: 0
Node 3911: 0
Node 3912: 0
Node 3913: 0
Node 3914: 0
Node 3915: 0
Node 3916: 0
Node 3917: 0
Node 3918: 0
Node 3919: 0
Node 3920: 0
Node 3921: 0
Node 3922: 0
Node 3923: 0
Node 3924: 0
Node 3925: 0
Node 3926: 0
Node 3927: 0
Node 3928: 0
Node 3929: 0
Node 3930: 0
Node 3931: 0
Node 3932: 0
Node 3933: 0
Node 3934: 0
Node 3935: 0
Node 3936: 0
Node 3937: 0
Node 3938: 0
Node 3939: 0
Node 3940: 0
Node 3941: 0
Node 3942: 0
Node 3943: 0
Node 3944: 0
Node 3945: 0
Node 3946: 0
Node 3947: 0
Node 3948: 0
Node 3949: 0
Node 3950: 0
Node 3951: 0
Node 3952: 0
Node 3953: 0
Node 3954: 0
Node 3955: 0
Node 3956: 0
Node 3957: 0
Node 3958: 0
Node 3959: 0
Node 3960: 0
Node 3961: 0
Node 3962: 0
Node 3963: 0
Node 3964: 0
Node 3965: 0
Node 3966: 0
Node 3967: 0
Node 3968: 0
Node 3969: 0
Node 3970: 0
Node 3971: 0
Node 3972: 0
Node 3973: 0
Node 3974: 0
Node 3975: 0
Node 3976: 0
Node 3977: 0
Node 3978: 0
Node 3979: 0
Node 3980: 0
Node 3981: 0
Node 3982: 0
Node 3983: 0
Node 3984: 0
Node 3985: 0
Node 3986: 0
Node 3987: 0
Node 3988: 0
Node 3989: 0
Node 3990: 0
Node 3991: 0
Node 3992: 0
Node 3993: 0
Node 3994: 0
Node 3995: 0
Node 3996: 0
Node 3997: 0
Node 3998: 0
Node 3999: 0
Node 4000: 0
Node 4001: 0
Node 4002: 0
Node 4003: 0
Node 4004: 0
Node 4005: 0
Node 4006: 0
Node 4007: 0
Node 4008: 0
Node 4009: 0
Node 4010: 0
Node 4011: 0
Node 4012: 0
Node 4013: 0
Node 4014: 0
Node 4015: 0
Node 4016: 0
Node 4017: 0
Node 4018: 0
Node 4019: 0
Node 4020: 0
Node 4021: 0
Node 4022: 0
Node 4023: 0
Node 4024: 0
Node 4025: 0
Node 4026: 0
Node 4027: 0
Node 4028: 0
Node 4029: 0
Node 4030: 0
Node 4031: 0
Node 4032: 0
Node 4033: 0
Node 4034: 0
Node 4035: 0
Node 4036: 0
Node 4037: 0
Node 4038: 0
Node 4039: 0
Node 4040: 0
Node 4041: 0
Node 4042: 0
Node 4043: 0
Node 4044: 0
Node 4045: 0
Node 4046: 0
Node 4047: 0
Node 4048: 0
Node 4049: 0
Node 4050: 0
Node 4051: 0
Node 4052: 0
Node 4053: 0
Node 4054: 0
Node 4055: 0
Node 4056: 0
Node 4057: 0
Node 4058: 0
Node 4059: 0
Node 4060: 0
Node 4061: 0
Node 4062: 0
Node 4063: 0
Node 4064: 0
Node 4065: 0
Node 4066: 0
Node 4067: 0
Node 4068: 0
Node 4069: 0
Node 4070: 0
Node 4071: 0
Node 4072: 0
Node 4073: 0
Node 4074: 0
Node 4075: 0
Node 4076: 0
Node 4077: 0
Node 4078: 0
Node 4079: 0
Node 4080: 0
Node 4081: 0
Node 4082: 0
Node 4083: 0
Node 4084: 0
Node 4085: 0
Node 4086: 0
Node 4087: 0
Node 4088: 0
Node 4089: 0
Node 4090: 0
Node 4091: 0
Node 4092: 0
Node 4093: 0
Node 4094: 0
Node 4095: 0
Node 4096: 0
Node 4097: 0
Node 4098: 0
Node 4099: 0
Node 4100: 0
Node 4101: 0
Node 4102: 0
Node 4103: 0
Node 4104: 0
Node 4105: 0
Node 4106: 0
Node 4107: 0
Node 4108: 0
Node 4109: 0
Node 4110: 0
Node 4111: 0
Node 4112: 0
Node 4113: 0
Node 4114: 0
Node 4115: 0
Node 4116: 0
Node 4117: 0
Node 4118: 0
Node 4119: 0
Node 4120: 0
Node 4121: 0
Node 4122: 0
Node 4123: 0
Node 4124: 0
Node 4125: 0
Node 4126: 0
Node 4127: 0
Node 4128: 0
Node 4129: 0
Node 4130: 0
Node 4131: 0
Node 4132: 0
Node 4133: 0
Node 4134: 0
Node 4135: 0
Node 4136: 0
Node 4137: 0
Node 4138: 0
Node 4139: 0
Node 4140: 0
Node 4141: 0
Node 4142: 0
Node 4143: 0
Node 4144: 0
Node 4145: 0
Node 4146: 0
Node 4147: 0
Node 4148: 0
Node 4149: 0
Node 4150: 0
Node 4151: 0
Node 4152: 0
Node 4153: 0
Node 4154: 0
Node 4155: 0
Node 4156: 0
Node 4157: 0
Node 4158: 0
Node 4159: 0
Node 4160: 0
Node 4161: 0
Node 4162: 0
Node 4163: 0
Node 4164: 0
Node 4165: 0
Node 4166: 0
Node 4167: 0
Node 4168: 0
Node 4169: 0
Node 4170: 0
Node 4171: 0
Node 4172: 0
Node 4173: 0
Node 4174: 0
Node 4175: 0
Node 4176: 0
Node 4177: 0
Node 4178: 0
Node 4179: 0
Node 4180: 0
Node 4181: 0
Node 4182: 0
Node 4183: 0
Node 4184: 0
Node 4185: 0
Node 4186: 0
Node 4187: 0
Node 4188: 0
Node 4189: 0
Node 4190: 0
Node 4191: 0
Node 4192: 0
Node 4193: 0
Node 4194: 0
Node 4195: 0
Node 4196: 0
Node 4197: 0
Node 4198: 0
Node 4199: 0
Node 4200: 0
Node 4201: 0
Node 4202: 0
Node 4203: 0
Node 4204: 0
Node 4205: 0
Node 4206: 0
Node 4207: 0
Node 4208: 0
Node 4209: 0
Node 4210: 0
Node 4211: 0
Node 4212: 0
Node 4213: 0
Node 4214: 0
Node 4215: 0
Node 4216: 0
Node 4217: 0
Node 4218: 0
Node 4219: 0
Node 4220: 0
Node 4221: 0
Node 4222: 0
Node 4223: 0
Node 4224: 0
Node 4225: 0
Node 4226: 0
Node 4227: 0
Node 4228: 0
Node 4229: 0
Node 4230: 0
Node 4231: 0
Node 4232: 0
Node 4233: 0
Node 4234: 0
Node 4235: 0
Node 4236: 0
Node 4237: 0
Node 4238: 0
Node 4239: 0
Node 4240: 0
Node 4241: 0
Node 4242: 0
Node 4243: 0
Node 4244: 0
Node 4245: 0
Node 4246: 0
Node 4247: 0
Node 4248: 0
Node 4249: 0
Node 4250: 0
Node 4251: 0
Node 4252: 0
Node 4253: 0
Node 4254: 0
Node 4255: 0
Node 4256: 0
Node 4257: 0
Node 4258: 0
Node 4259: 0
Node 4260: 0
Node 4261: 0
Node 4262: 0
Node 4263: 0
Node 4264: 0
Node 4265: 0
Node 4266: 0
Node 4267: 0
Node 4268: 0
Node 4269: 0
Node 4270: 0
Node 4271: 0
Node 4272: 0
Node 4273: 0
Node 4274: 0
Node 4275: 0
Node 4276: 0
Node 4277: 0
Node 4278: 0
Node 4279: 0
Node 4280: 0
Node 4281: 0
Node 4282: 0
Node 4283: 0
Node 4284: 0
Node 4285: 0
Node 4286: 0
Node 4287: 0
Node 4288: 0
Node 4289: 0
Node 4290: 0
Node 4291: 0
Node 4292: 0
Node 4293: 0
Node 4294: 0
Node 4295: 0
Node 4296: 0
Node 4297: 0
Node 4298: 0
Node 4299: 0
Node 4300: 0
Node 4301: 0
Node 4302: 0
Node 4303: 0
Node 4304: 0
Node 4305: 0
Node 4306: 0
Node 4307: 0
Node 4308: 0
Node 4309: 0
Node 4310: 0
Node 4311: 0
Node 4312: 0
Node 4313: 0
Node 4314: 0
Node 4315: 0
Node 4316: 0
Node 4317: 0
Node 4318: 0
Node 4319: 0
Node 4320: 0
Node 4321: 0
Node 4322: 0
Node 4323: 0
Node 4324: 0
Node 4325: 0
Node 4326: 0
Node 4327: 0
Node 4328: 0
Node 4329: 0
Node 4330: 0
Node 4331: 0
Node 4332: 0
Node 4333: 0
Node 4334: 0
Node 4335: 0
Node 4336: 0
Node 4337: 0
Node 4338: 0
Node 4339: 0
Node 4340: 0
Node 4341: 0
Node 4342: 0
Node 4343: 0
Node 4344: 0
Node 4345: 0
Node 4346: 0
Node 4347: 0
Node 4348: 0
Node 4349: 0
Node 4350: 0
Node 4351: 0
Node 4352: 0
Node 4353: 0
Node 4354: 0
Node 4355: 0
Node 4356: 0
Node 4357: 0
Node 4358: 0
Node 4359: 0
Node 4360: 0
Node 4361: 0
Node 4362: 0
Node 4363: 0
Node 4364: 0
Node 4365: 0
Node 4366: 0
Node 4367: 0
Node 4368: 0
Node 4369: 0
Node 4370: 0
Node 4371: 0
Node 4372: 0
Node 4373: 0
Node 4374: 0
Node 4375: 0
Node 4376: 0
Node 4377: 0
Node 4378: 0
Node 4379: 0
Node 4380: 0
Node 4381: 0
Node 4382: 0
Node 4383: 0
Node 4384: 0
Node 4385: 0
Node 4386: 0
Node 4387: 0
Node 4388: 0
Node 4389: 0
Node 4390: 0
Node 4391: 0
Node 4392: 0
Node 4393: 0
Node 4394: 0
Node 4395: 0
Node 4396: 0
Node 4397: 0
Node 4398: 0
Node 4399: 0
Node 4400: 0
Node 4401: 0
Node 4402: 0
Node 4403: 0
Node 4404: 0
Node 4405: 0
Node 4406: 0
Node 4407: 0
Node 4408: 0
Node 4409: 0
Node 4410: 0
Node 4411: 0
Node 4412: 0
Node 4413: 0
Node 4414: 0
Node 4415: 0
Node 4416: 0
Node 4417: 0
Node 4418: 0
Node 4419: 0
Node 4420: 0
Node 4421: 0
Node 4422: 0
Node 4423: 0
Node 4424: 0
Node 4425: 0
Node 4426: 0
Node 4427: 0
Node 4428: 0
Node 4429: 0
Node 4430: 0
Node 4431: 0
Node 4432: 0
Node 4433: 0
Node 4434: 0
Node 4435: 0
Node 4436: 0
Node 4437: 0
Node 4438: 0
Node 4439: 0
Node 4440: 0
Node 4441: 0
Node 4442: 0
Node 4443: 0
Node 4444: 0
Node 4445: 0
Node 4446: 0
Node 4447: 0
Node 4448: 0
Node 4449: 0
Node 4450: 0
Node 4451: 0
Node 4452: 0
Node 4453: 0
Node 4454: 0
Node 4455: 0
Node 4456: 0
Node 4457: 0
Node 4458: 0
Node 4459: 0
Node 4460: 0
Node 4461: 0
Node 4462: 0
Node 4463: 0
Node 4464: 0
Node 4465: 0
Node 4466: 0
Node 4467: 0
Node 4468: 0
Node 4469: 0
Node 4470: 0
Node 4471: 0
Node 4472: 0
Node 4473: 0
Node 4474: 0
Node 4475: 0
Node 4476: 0
Node 4477: 0
Node 4478: 0
Node 4479: 0
Node 4480: 0
Node 4481: 0
Node 4482: 0
Node 4483: 0
Node 4484: 0
Node 4485: 0
Node 4486: 0
Node 4487: 0
Node 4488: 0
Node 4489: 0
Node 4490: 0
Node 4491: 0
Node 4492: 0
Node 4493: 0
Node 4494: 0
Node 4495: 0
Node 4496: 0
Node 4497: 0
Node 4498: 0
Node 4499: 0
Node 4500: 0
Node 4501: 0
Node 4502: 0
Node 4503: 0
Node 4504: 0
Node 4505: 0
Node 4506: 0
Node 4507: 0
Node 4508: 0
Node 4509: 0
Node 4510: 0
Node 4511: 0
Node 4512: 0
Node 4513: 0
Node 4514: 0
Node 4515: 0
Node 4516: 0
Node 4517: 0
Node 4518: 0
Node 4519: 0
Node 4520: 0
Node 4521: 0
Node 4522: 0
Node 4523: 0
Node 4524: 0
Node 4525: 0
Node 4526: 0
Node 4527: 0
Node 4528: 0
Node 4529: 0
Node 4530: 0
Node 4531: 0
Node 4532: 0
Node 4533: 0
Node 4534: 0
Node 4535: 0
Node 4536: 0
Node 4537: 0
Node 4538: 0
Node 4539: 0
Node 4540: 0
Node 4541: 0
Node 4542: 0
Node 4543: 0
Node 4544: 0
Node 4545: 0
Node 4546: 0
Node 4547: 0
Node 4548: 0
Node 4549: 0
Node 4550: 0
Node 4551: 0
Node 4552: 0
Node 4553: 0
Node 4554: 0
Node 4555: 0
Node 4556: 0
Node 4557: 0
Node 4558: 0
Node 4559: 0
Node 4560: 0
Node 4561: 0
Node 4562: 0
Node 4563: 0
Node 4564: 0
Node 4565: 0
Node 4566: 0
Node 4567: 0
Node 4568: 0
Node 4569: 0
Node 4570: 0
Node 4571: 0
Node 4572: 0
Node 4573: 0
Node 4574: 0
Node 4575: 0
Node 4576: 0
Node 4577: 0
Node 4578: 0
Node 4579: 0
Node 4580: 0
Node 4581: 0
Node 4582: 0
Node 4583: 0
Node 4584: 0
Node 4585: 0
Node 4586: 0
Node 4587: 0
Node 4588: 0
Node 4589: 0
Node 4590: 0
Node 4591: 0
Node 4592: 0
Node 4593: 0
Node 4594: 0
Node 4595: 0
Node 4596: 0
Node 4597: 0
Node 4598: 0
Node 4599: 0
Node 4600: 0
Node 4601: 0
Node 4602: 0
Node 4603: 0
Node 4604: 0
Node 4605: 0
Node 4606: 0
Node 4607: 0
Node 4608: 0
Node 4609: 0
Node 4610: 0
Node 4611: 0
Node 4612: 0
Node 4613: 0
Node 4614: 0
Node 4615: 0
Node 4616: 0
Node 4617: 0
Node 4618: 0
Node 4619: 0
Node 4620: 0
Node 4621: 0
Node 4622: 0
Node 4623: 0
Node 4624: 0
Node 4625: 0
Node 4626: 0
Node 4627: 0
Node 4628: 0
Node 4629: 0
Node 4630: 0
Node 4631: 0
Node 4632: 0
Node 4633: 0
Node 4634: 0
Node 4635: 0
Node 4636: 0
Node 4637: 0
Node 4638: 0
Node 4639: 0
Node 4640: 0
Node 4641: 0
Node 4642: 0
Node 4643: 0
Node 4644: 0
Node 4645: 0
Node 4646: 0
Node 4647: 0
Node 4648: 0
Node 4649: 0
Node 4650: 0
Node 4651: 0
Node 4652: 0
Node 4653: 0
Node 4654: 0
Node 4655: 0
Node 4656: 0
Node 4657: 0
Node 4658: 0
Node 4659: 0
Node 4660: 0
Node 4661: 0
Node 4662: 0
Node 4663: 0
Node 4664: 0
Node 4665: 0
Node 4666: 0
Node 4667: 0
Node 4668: 0
Node 4669: 0
Node 4670: 0
Node 4671: 0
Node 4672: 0
Node 4673: 0
Node 4674: 0
Node 4675: 0
Node 4676: 0
Node 4677: 0
Node 4678: 0
Node 4679: 0
Node 4680: 0
Node 4681: 0
Node 4682: 0
Node 4683: 0
Node 4684: 0
Node 4685: 0
Node 4686: 0
Node 4687: 0
Node 4688: 0
Node 4689: 0
Node 4690: 0
Node 4691: 0
Node 4692: 0
Node 4693: 0
Node 4694: 0
Node 4695: 0
Node 4696: 0
Node 4697: 0
Node 4698: 0
Node 4699: 0
Node 4700: 0
Node 4701: 0
Node 4702: 0
Node 4703: 0
Node 4704: 0
Node 4705: 0
Node 4706: 0
Node 4707: 0
Node 4708: 0
Node 4709: 0
Node 4710: 0
Node 4711: 0
Node 4712: 0
Node 4713: 0
Node 4714: 0
Node 4715: 0
Node 4716: 0
Node 4717: 0
Node 4718: 0
Node 4719: 0
Node 4720: 0
Node 4721: 0
Node 4722: 0
Node 4723: 0
Node 4724: 0
Node 4725: 0
Node 4726: 0
Node 4727: 0
Node 4728: 0
Node 4729: 0
Node 4730: 0
Node 4731: 0
Node 4732: 0
Node 4733: 0
Node 4734: 0
Node 4735: 0
Node 4736: 0
Node 4737: 0
Node 4738: 0
Node 4739: 0
Node 4740: 0
Node 4741: 0
Node 4742: 0
Node 4743: 0
Node 4744: 0
Node 4745: 0
Node 4746: 0
Node 4747: 0
Node 4748: 0
Node 4749: 0
Node 4750: 0
Node 4751: 0
Node 4752: 0
Node 4753: 0
Node 4754: 0
Node 4755: 0
Node 4756: 0
Node 4757: 0
Node 4758: 0
Node 4759: 0
Node 4760: 0
Node 4761: 0
Node 4762: 0
Node 4763: 0
Node 4764: 0
Node 4765: 0
Node 4766: 0
Node 4767: 0
Node 4768: 0
Node 4769: 0
Node 4770: 0
Node 4771: 0
Node 4772: 0
Node 4773: 0
